JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6 HELCOR AIRMASS 
Aperture: 7, Filter: R, JD: geocentric
2457036.44818 -3.6724 0.0111 -4.2382 0.0180 -1.4409 0.0021 -0.5658 0.0211 2.2315 0.0113 2.7973 0.0181 0.00284 1.454 
2457036.44841 -3.6858 0.0111 -4.2407 0.0183 -1.4514 0.0019 -0.5549 0.0214 2.2344 0.0112 2.7893 0.0184 0.00284 1.456 
2457036.44865 -3.6826 0.0111 -4.2245 0.0180 -1.4409 0.0021 -0.5419 0.0211 2.2417 0.0113 2.7836 0.0181 0.00284 1.457 
2457036.44888 -3.6901 0.0111 -4.2519 0.0186 -1.4478 0.0021 -0.5618 0.0217 2.2423 0.0113 2.8041 0.0187 0.00284 1.458 
2457036.44913 -3.6661 0.0109 -4.2378 0.0174 -1.4424 0.0019 -0.5717 0.0205 2.2237 0.0110 2.7954 0.0175 0.00284 1.460 
2457036.44936 -3.6752 0.0118 -4.2195 0.0191 -1.4281 0.0021 -0.5443 0.0225 2.2471 0.0120 2.7914 0.0192 0.00284 1.461 
2457036.44960 -3.6796 0.0109 -4.2552 0.0182 -1.4393 0.0019 -0.5756 0.0212 2.2403 0.0110 2.8159 0.0183 0.00284 1.463 
2457036.44983 -3.6973 0.0107 -4.2255 0.0172 -1.4544 0.0019 -0.5282 0.0203 2.2429 0.0109 2.7711 0.0173 0.00284 1.464 
2457036.45008 -3.6748 0.0105 -4.2255 0.0168 -1.4614 0.0018 -0.5507 0.0198 2.2134 0.0106 2.7641 0.0169 0.00284 1.466 
2457036.45032 -3.6924 0.0108 -4.2522 0.0178 -1.4523 0.0019 -0.5598 0.0208 2.2401 0.0109 2.7999 0.0179 0.00284 1.467 
2457036.45055 -3.6896 0.0107 -4.2380 0.0171 -1.4448 0.0019 -0.5484 0.0202 2.2448 0.0109 2.7932 0.0172 0.00284 1.469 
